MJD	ZTF_g	ZTF_g_err	ZTF_r	ZTF_r_err	ps_g	ps_g_err	ps_i	ps_i_err	ps_r	ps_r_err	ps_z	ps_z_err
58855.40000000008	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58855.450000000084	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58855.50000000009	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58855.55000000009	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58855.60000000009	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58855.650000000096	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58855.7000000001	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58855.7500000001	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58855.800000000105	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58855.85000000011	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58855.90000000011	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58855.95000000011	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58856.00000000012	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58856.05000000012	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58856.10000000012	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58856.150000000125	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58856.20000000013	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58856.25000000013	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58856.300000000134	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58856.35000000014	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58856.40000000014	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58856.45000000014	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58856.500000000146	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58856.55000000015	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58856.60000000015	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58856.650000000154	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58856.70000000016	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58856.75000000016	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58856.80000000016	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58856.850000000166	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58856.90000000017	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58856.95000000017	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58857.000000000175	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58857.05000000018	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58857.10000000018	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58857.15000000018	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58857.200000000186	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58857.25000000019	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58857.30000000019	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58857.350000000195	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58857.4000000002	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58857.4500000002	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58857.500000000204	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58857.55000000021	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58857.60000000021	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58857.65000000021	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58857.700000000215	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58857.75000000022	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58857.80000000022	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58857.850000000224	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58857.90000000023	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58857.95000000023	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58858.00000000023	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58858.050000000236	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58858.10000000024	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58858.15000000024	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58858.200000000244	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58858.25000000025	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58858.30000000025	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58858.35000000025	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58858.400000000256	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58858.45000000026	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58858.50000000026	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58858.550000000265	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58858.60000000027	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58858.65000000027	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58858.70000000027	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58858.75000000028	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58858.80000000028	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58858.85000000028	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58858.900000000285	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58858.95000000029	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58859.00000000029	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58859.050000000294	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58859.1000000003	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58859.1500000003	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58859.2000000003	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58859.250000000306	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58859.30000000031	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58859.35000000031	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58859.400000000314	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58859.45000000032	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58859.50000000032	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58859.55000000032	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58859.600000000326	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58859.65000000033	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58859.70000000033	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58859.750000000335	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58859.80000000034	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58859.85000000034	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58859.90000000034	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58859.950000000346	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58860.00000000035	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58860.05000000035	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58860.100000000355	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58860.15000000036	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58860.20000000036	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58860.250000000364	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58860.30000000037	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58860.35000000037	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58860.40000000037	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58860.450000000375	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58860.50000000038	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58860.55000000038	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58860.600000000384	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58860.65000000039	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58860.70000000039	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58860.75000000039	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58860.800000000396	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58860.8500000004	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58860.9000000004	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58860.950000000405	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58861.00000000041	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58861.05000000041	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58861.10000000041	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58861.150000000416	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58861.20000000042	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58861.25000000042	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58861.300000000425	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58861.35000000043	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58861.40000000043	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58861.450000000434	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58861.50000000044	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58861.55000000044	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58861.60000000044	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58861.650000000445	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58861.70000000045	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58861.75000000045	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58861.800000000454	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58861.85000000046	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58861.90000000046	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58861.95000000046	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58862.000000000466	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58862.05000000047	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58862.10000000047	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58862.150000000474	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58862.20000000048	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58862.25000000048	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58862.30000000048	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58862.350000000486	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58862.40000000049	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58862.45000000049	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58862.500000000495	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58862.5500000005	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58862.6000000005	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58862.6500000005	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58862.70000000051	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58862.75000000051	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58862.80000000051	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58862.850000000515	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58862.90000000052	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58862.95000000052	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58863.000000000524	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58863.05000000053	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58863.10000000053	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58863.15000000053	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58863.200000000536	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58863.25000000054	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58863.30000000054	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58863.350000000544	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58863.40000000055	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58863.45000000055	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58863.50000000055	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58863.550000000556	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58863.60000000056	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58863.65000000056	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58863.700000000565	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58863.75000000057	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58863.80000000057	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58863.85000000057	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58863.900000000576	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58863.95000000058	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58864.00000000058	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58864.050000000585	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58864.10000000059	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58864.15000000059	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58864.200000000594	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58864.2500000006	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58864.3000000006	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58864.3500000006	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58864.400000000605	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58864.45000000061	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58864.50000000061	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58864.550000000614	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58864.60000000062	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58864.65000000062	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58864.70000000062	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58864.750000000626	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58864.80000000063	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58864.85000000063	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58864.900000000634	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58864.95000000064	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58865.00000000064	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58865.05000000064	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58865.100000000646	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58865.15000000065	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58865.20000000065	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58865.250000000655	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58865.30000000066	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58865.35000000066	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58865.40000000066	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58865.45000000067	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58865.50000000067	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58865.55000000067	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58865.600000000675	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58865.65000000068	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58865.70000000068	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58865.750000000684	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58865.80000000069	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58865.85000000069	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58865.90000000069	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58865.950000000696	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58866.0000000007	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58866.0500000007	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58866.100000000704	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58866.15000000071	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58866.20000000071	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58866.25000000071	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58866.300000000716	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58866.35000000072	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58866.40000000072	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58866.450000000725	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58866.50000000073	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58866.55000000073	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58866.60000000073	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58866.650000000736	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58866.70000000074	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58866.75000000074	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58866.800000000745	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58866.85000000075	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58866.90000000075	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58866.950000000754	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58867.00000000076	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58867.05000000076	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58867.10000000076	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58867.150000000765	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58867.20000000077	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58867.25000000077	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58867.300000000774	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58867.35000000078	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58867.40000000078	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58867.45000000078	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58867.500000000786	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58867.55000000079	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58867.60000000079	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58867.650000000795	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58867.7000000008	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58867.7500000008	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58867.8000000008	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58867.850000000806	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58867.90000000081	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58867.95000000081	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58868.000000000815	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58868.05000000082	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58868.10000000082	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58868.150000000824	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58868.20000000083	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58868.25000000083	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58868.30000000083	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58868.350000000835	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58868.40000000084	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58868.45000000084	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58868.500000000844	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58868.55000000085	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58868.60000000085	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58868.65000000085	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58868.700000000856	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58868.75000000086	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58868.80000000086	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58868.850000000864	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58868.90000000087	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58868.95000000087	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58869.00000000087	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58869.050000000876	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58869.10000000088	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58869.15000000088	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58869.200000000885	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58869.25000000089	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58869.30000000089	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58869.35000000089	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58869.4000000009	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58869.4500000009	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58869.5000000009	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58869.550000000905	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58869.60000000091	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58869.65000000091	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58869.700000000914	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58869.75000000092	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58869.80000000092	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58869.85000000092	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58869.900000000926	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58869.95000000093	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58870.00000000093	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58870.050000000934	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58870.10000000094	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58870.15000000094	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58870.20000000094	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58870.250000000946	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58870.30000000095	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58870.35000000095	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58870.400000000955	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58870.45000000096	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58870.50000000096	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58870.55000000096	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58870.600000000966	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58870.65000000097	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58870.70000000097	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58870.750000000975	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58870.80000000098	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58870.85000000098	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58870.900000000984	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58870.95000000099	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58871.00000000099	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58871.05000000099	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58871.100000000995	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
58871.150000001	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
